,ID,Sentence,Actual Aspect Terms,Actual Sentiment Terms,Actual Polarities,Generated Aspect Terms,Generated Sentiment Terms,Generated Polarities
916,1636,"We live in New Jersey and whenever we go into New York City we buy bagels to eat hot and then to freeze (they told me that if I call in the order, they'd bring it out to the car so I wouldn't have to look for parking).",['bagels'],[[]],['neutral'],['bagels'],[['buy']],[None]
917,1171,The specials are usually quite good too.,['specials'],[[]],['positive'],['specials'],[['good']],[None]
918,138,"Even after getting pushed out by the no-class Famous Ray's, Sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the Outstanding Pizza!",['Pizza'],[[]],['positive'],"['Ray', 'Sal', 'legacies', 'love smile', 'community love', 'Pizza']","[['no-class'], ['risen'], ['carry'], ['true'], ['true'], ['Outstanding', 'forget']]","[None, None, None, None, None, None]"
919,1413,"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.","['pizza', 'santa fe chopped salad', 'fish and chips']","[[], [], []]","['positive', 'positive', 'positive']","['guests', 'santa fe', 'fe pizza', 'salad pizza', 'fish pizza', 'chips pizza']","[['Other', 'enjoyed'], [], ['enjoyed'], ['chopped', 'enjoyed'], ['enjoyed'], ['enjoyed']]","[None, None, None, None, None, None]"
920,698,"For the price, you cannot eat this well in Manhattan.",['price'],[[]],['positive'],[],[],[]
921,1098,"Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.",['sushi'],[[]],['neutral'],"['restaurant', 'favorites', 'everything']","[['expensive'], ['other'], ['delicious']]","[None, None, None]"
922,1621,The service was friendly and the atmosphere was casual.,"['service', 'atmosphere']","[[], []]","['positive', 'positive']","['service', 'atmosphere']","[['friendly'], ['casual']]","[None, None]"
923,449,The food is prepared quickly and efficiently.,['food'],[[]],['positive'],[],[],[]
924,1902,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.","['ambience', 'prices', 'food']","[[], [], []]","['positive', 'positive', 'positive']","['ambience', 'prices', 'fact top', 'food']","[['fun'], ['great'], ['tasty'], ['tasty']]","[None, None, None, None]"
925,328,The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,"['Waitstaff', 'swordfish', 'meal']","[[], [], []]","['positive', 'positive', 'positive']","['Waitstaff', 'husband swordfish', 'meal']","[['nice'], ['suggested'], ['enjoyed']]","[None, None, None]"
926,318,We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.,"['food', 'prix fixe']","[[], []]","['neutral', 'neutral']","['prix fixe', 'food experience']","[[], ['comparable']]","[None, None]"
927,1535,"The Thali was small, thoroughly unremarkable, and $14.95.",['Thali'],[[]],['negative'],['Thali'],[['small']],[None]
928,527,"Growing up in NY, I have eaten my share of bagels.",['bagels'],[[]],['neutral'],['share'],[['eaten']],[None]
929,88,Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.,"['food', 'food']","[[], []]","['positive', 'positive']","['place', 'night', 'trouble', 'food amount']","[['great'], ['late'], ['have'], ['tasty', 'need', 'finishing']]","[None, None, None, None]"
930,1280,Downstairs lounge is always a good attraction,['Downstairs lounge'],[[]],['positive'],"['lounge', 'attraction']","[['Downstairs'], ['good']]","[None, None]"
931,149,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.","['corridor', 'space', 'counters', 'counter', 'entrees']","[[], [], [], [], []]","['negative', 'negative', 'negative', 'negative', 'neutral']","['corridor', 'space', 'counters', 'mess deal', 'counter', 'entrees']","[['narrow', 'leads'], ['tiny'], ['tiny', 'white', 'tiled', 'are'], ['great'], ['small'], ['holding']]","[None, None, None, None, None, None]"
932,1628,20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.,"['reservation', 'cocktails', 'surroundings']","[[], [], []]","['negative', 'positive', 'positive']","['time', 'cocktails', 'surroundings']","[['gave'], ['few', 'have'], ['enjoy', 'other']]","[None, None, None]"
933,1981,"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.","['location', 'prices']","[[], []]","['positive', 'positive']","['location', 'prices', 'students']","[['good'], ['reasonable'], ['makes']]","[None, None, None]"
934,1468,Overall a disappointing experience for that price category.,['price'],[[]],['negative'],"['price category', 'category experience']","[[], ['disappointing']]","[None, None]"
935,366,All the food was hot tasty.,['food'],[[]],['positive'],['food'],[['tasty']],[None]
936,590,"Great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).","['bar', 'bartenders']","[[], []]","['positive', 'positive']","['bar', 'bartenders', 'blond lady']","[['Great'], ['gorgeous'], []]","[None, None, None]"
937,1518,"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.","['food', 'ambiance', 'decor']","[[], [], []]","['negative', 'positive', 'positive']","['Sapphire', 'restaurant decor']","[['lacking'], ['Indian', 'best', 'has']]","[None, None]"
938,199,This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,['dinner meeting'],[[]],['neutral'],"['restaurant', 'place', 'dinner meeting']","[['nice'], ['good'], ['intimate', 'host']]","[None, None, None]"
939,1903,"Do not get the Go Go Hamburgers, no matter what the reviews say.",['Go Go Hamburgers'],[[]],['negative'],"['Go', 'Hamburgers', 'reviews']","[['get'], ['Go'], ['say']]","[None, None, None]"
940,193,"We were seated promptly as we had reservations, however after that the service was slow.","['reservations', 'service']","[[], []]","['positive', 'negative']","['reservations', 'service']","[['had'], ['slow']]","[None, None]"
941,405,All of my co-workers stated that the food was amazing and wondered why they hadn't heard about this place.,['food'],[[]],['positive'],['food'],[['amazing']],[None]
942,1589,The only fallback on this restaurant is the prices.,['prices'],[[]],['negative'],['restaurant fallback'],[['only']],[None]
943,1994,My wife and I went to Orsay for Valentine's dinner.,['dinner'],[[]],['neutral'],['wife'],[['went']],[None]
944,484,The food is reliable and the price is moderate.,"['food', 'price']","[[], []]","['positive', 'neutral']","['food', 'price']","[['reliable'], ['moderate']]","[None, None]"
945,1467,fine dining restaurant quality.,['quality'],[[]],['positive'],"['dining restaurant', 'restaurant quality']","[[], ['fine']]","[None, None]"
946,792,Not a small feat for good french food in the area.,['french food'],[[]],['positive'],"['food feat', 'area food']","[['good', 'french', 'small'], ['good', 'french']]","[None, None]"
947,800,Delicious food at a great price but do not go here on a cold day and sit by the front door.,"['food', 'price', 'front door']","[[], [], []]","['positive', 'positive', 'neutral']","['price food', 'day', 'door']","[['great', 'Delicious'], ['cold'], ['front']]","[None, None, None]"
948,385,And really large portions.,['portions'],[[]],['positive'],['portions'],[['large']],[None]
949,751,"Always a nice crowd, but never loud.",['crowd'],[[]],['positive'],['crowd'],"[['nice', 'loud']]",[None]
950,423,"Probably much busier for lunch, it's seldom crowded for dinner (too close to downtown).","['lunch', 'dinner']","[[], []]","['neutral', 'neutral']",[],[],[]
951,315,After passing by this restaurant for sometime I finally decided to go in and have dinner.,['dinner'],[[]],['neutral'],[],[],[]
952,1022,"At 5 dumplings for $1, you just cannot go wrong.",['dumplings'],[[]],['positive'],[],[],[]
953,544,Went there for an office lunch.,['office lunch'],[[]],['neutral'],['office lunch'],[[]],[None]
954,914,Bartender was unable to tear himself away from friends at bar.,"['Bartender', 'bar']","[[], []]","['negative', 'neutral']",['Bartender'],[['unable']],[None]
955,663,All the pastas are fantastic and the homemade lasagna is some of the best that I have had in the City.,"['pastas', 'homemade lasagna']","[[], []]","['positive', 'positive']","['pastas', 'lasagna']","[['fantastic'], ['homemade']]","[None, None]"
956,903,"The food was amazing, the service was so attentive and personable, and how about that ambience!","['food', 'service', 'ambience']","[[], [], []]","['positive', 'positive', 'positive']","['food', 'service']","[['amazing'], ['attentive']]","[None, None]"
957,1404,you can actually get 2 salads worth if u take it home and add it to some lettuce!,"['salads', 'lettuce']","[[], []]","['negative', 'neutral']",['salads'],[['get']],[None]
958,686,"If you go to Roth's try to be served by Mike, he is GREAT!!",['served'],[[]],['positive'],['Roth'],[['try']],[None]
959,1684,"The menu may be small, but everything on it is delicious.",['menu'],[[]],['negative'],"['menu', 'everything']","[['small'], ['delicious']]","[None, None]"
960,160,The only thing more wonderful than the food (which is exceptional) is the service.,"['food', 'service']","[[], []]","['positive', 'positive']",['thing'],"[['only', 'wonderful']]",[None]
961,1000,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,"['service', 'food']","[[], []]","['negative', 'negative']","['bgel', 'food', 'side']","[['Pick'], ['overated'], ['pricey']]","[None, None, None]"
962,1307,"Good to find a restaurant where the owners have some imagination and they have actually pulled it off, like in this case.",['owners'],[[]],['positive'],"['restaurant', 'owners', 'imagination']","[['find'], ['have'], ['have']]","[None, None, None]"
963,1784,The fried dumplings are GREAT!,['fried dumplings'],[[]],['positive'],['dumplings'],"[['fried', 'GREAT']]",[None]
964,203,Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,"['food', 'atmosphere']","[[], []]","['positive', 'positive']","['food spot', 'atmosphere']","[['decent', 'colorful', 'cool'], ['relaxed']]","[None, None]"
965,1024,"And the staff is also young, energeic and hot!!!!",['staff'],[[]],['positive'],['staff'],[['young']],[None]
966,1539,"The food here is rather good, but only if you like to wait for it.",['food'],[[]],['positive'],['food'],[['good']],[None]
967,1195,"The service was a bit slow, but they were very friendly.",['service'],[[]],['negative'],['service'],[['slow']],[None]
968,113,But who says Murray's is anything about service.,['service'],[[]],['neutral'],['service anything'],[[]],[None]
969,1814,I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience.,"['dining', 'price']","[[], []]","['positive', 'positive']","['dining experience', 'experience price']","[['same', 'excellent'], ['same', 'excellent']]","[None, None]"
970,1892,The filet mignon dish was superb!,['filet mignon dish'],[[]],['positive'],"['filet mignon', 'mignon dish']","[[], ['superb']]","[None, None]"
971,981,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.","['candle-light', 'food-quality', 'service', 'tables']","[[], [], [], []]","['positive', 'positive', 'positive', 'negative']","['candle light', 'food quality', 'quality light', 'service']","[[], [], [], ['overcompensate']]","[None, None, None, None]"
972,923,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.","['food', 'service', 'tip']","[[], [], []]","['neutral', 'neutral', 'negative']","['% tip', 'service food']","[['gave'], ['mediocre']]","[None, None]"
973,1491,"Saul is pretty good, but definitely not great.",['Saul'],[[]],['neutral'],['Saul'],[['good']],[None]
974,1595,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,"['place', 'ambience', 'staff']","[[], [], []]","['positive', 'positive', 'positive']","['place', 'staff ambience', 'friend guest', 'time guest']","[['has'], ['excellent', 'correct', 'has'], [], ['same']]","[None, None, None, None]"
975,1424,"Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.","['table', 'atomosphere', 'room', 'spot']","[[], [], [], []]","['negative', 'positive', 'negative', 'negative']","['room', 'party size', 'atomosphere', 'quarters', 'fun', 'spot']","[['enough'], [], ['warm', 'worth'], ['cramped'], ['have'], ['tight']]","[None, None, None, None, None, None]"
976,1946,I went with 5 friends and we lingered at the table for a bit and didn't feel rushed at all even though there was a wait.,"['table', 'wait']","[[], []]","['neutral', 'negative']",['wait'],[['was']],[None]
977,816,"The food is mostly made from scratch, fresh and well prepared.",['food'],[[]],['positive'],['scratch'],[['fresh']],[None]
978,1372,"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.","['hot pot with seafood', 'shrimp', 'squid', 'entree', 'crabmeat']","[[], [], [], [], []]","['negative', 'negative', 'negative', 'positive', 'negative']","['pot entree', 'seafood pot', 'imitation crabmeat', 'squid shrimp']","[['hot', 'full'], ['hot'], [], []]","[None, None, None, None]"
979,1297,As soon as my father lifted his pen from the check a chef appeared to usher us out.,"['chef', 'check']","[[], []]","['negative', 'neutral']","['father', 'pen', 'chef']","[['lifted'], ['lifted'], ['appeared']]","[None, None, None]"
980,680,"As much as I like the food there, I can't bring myself to go back.",['food'],[[]],['positive'],['food'],[['like']],[None]
981,1094,We had Pam's special fried fish and it was amazing.,"[""Pam's special fried fish""]",[[]],['positive'],['fish'],"[['special', 'fried', 'had']]",[None]
982,81,"If you love wine and cheese and delicious french fare, you'll love Artisanal!","['wine', 'french fare', 'cheese']","[[], [], []]","['positive', 'positive', 'positive']","['cheese wine', 'fare wine', 'Artisanal']","[['love'], ['delicious', 'french', 'love'], ['love']]","[None, None, None]"
983,1767,"While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.","['room', 'plate']","[[], []]","['negative', 'positive']",['room'],[['comfortable']],[None]
984,1988,"Because of the delicate thin crust, take-out pies get soggy in their boxes.","['take-out pies', 'crust']","[[], []]","['negative', 'negative']","['crust', 'pies']","[['delicate', 'thin'], ['get']]","[None, None]"
985,1538,Truly the mark of an attentive waiter.,['waiter'],[[]],['positive'],['waiter mark'],[['attentive']],[None]
986,753,"The service is spotty, sometimes really friendly and sometimes barely there.",['service'],[[]],['conflict'],['service'],[['spotty']],[None]
987,1325,"Then, get ripped on free box wine.",['box wine'],[[]],['positive'],['box wine'],[['free']],[None]
988,1055,The servers give you some sample slices of your order while you wait (shortly I might add).,['servers'],[[]],['positive'],"['servers', 'slices']","[['give'], ['give']]","[None, None]"
989,243,"head and shoulders above its neighboors on east 6 st, taj mahal is also very comparable, in food quality, to the much overpraised (and underdeserving) baluchi's.",['food quality'],[[]],['positive'],"['shoulders head', 'st', 'mahal', 'food quality', ""baluchi's""]","[['comparable'], ['east'], ['comparable'], [], ['overpraised']]","[None, None, None, None, None]"
990,1347,I've overheard comments from him to his employees that should not have been delivered in the dining area and I've been sitting there while he lectured another customer.,"['employees', 'dining area']","[[], []]","['negative', 'neutral']","['comments', 'dining area', 'customer']","[['overheard'], [], ['lectured']]","[None, None, None]"
991,642,Don't waste money on decor.,['decor'],[[]],['neutral'],['money'],[['waste']],[None]
992,697,"The portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.","['portions', 'sauces', 'service']","[[], [], []]","['negative', 'negative', 'positive']","['portions', 'sauces', 'service', 'restaurant']","[['small'], ['ambitious'], ['good'], ['seems']]","[None, None, None, None]"
993,210,"The food was really good, I had the onion soup and it was one of the best ever.","['food', 'onion soup']","[[], []]","['positive', 'positive']","['food', 'onion soup']","[['good'], ['had']]","[None, None]"
994,2018,"We shared a bottle of sake, an order of edamames, and she had the sushi plate while I had the sashimi.","['bottle of sake', 'edamames', 'sushi plate', 'sashimi']","[[], [], [], []]","['neutral', 'neutral', 'neutral', 'neutral']","['sake bottle', 'order bottle', 'sushi plate', 'sashimi']","[['shared'], ['shared'], ['had'], ['had']]","[None, None, None, None]"
995,771,"But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.","['waitresses', 'price', 'service', 'menu', 'food']","[[], [], [], [], []]","['positive', 'positive', 'positive', 'neutral', 'neutral']","['waitresses', 'everything', 'food price']","[['great'], ['explain'], ['cheap']]","[None, None, None]"
996,1761,"The food is consistently wonderful - I've been coming here for years, and the owner has always been accomodating and friendly.","['food', 'owner']","[[], []]","['positive', 'positive']","['food', 'owner']","[['wonderful'], ['accomodating']]","[None, None]"
997,436,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,"['diner', 'wait staff', 'table']","[[], [], []]","['neutral', 'negative', 'negative']","['table diner', 'wait staff', 'trays']","[[], ['had'], ['hoist']]","[None, None, None]"
998,1064,we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.,"['reservation', 'seated']","[[], []]","['neutral', 'positive']",['night'],[['crowded']],[None]
999,975,Great sushi experience.,['sushi'],[[]],['positive'],['sushi experience'],[['Great']],[None]
1000,552,Been going here since it opened have seen the quality value decrease considerably.,['quality value'],[[]],['negative'],"['quality value', 'value decrease']","[[], ['seen']]","[None, None]"
1001,1650,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.","['waiter', 'place', 'prices', 'food']","[[], [], [], []]","['positive', 'positive', 'negative', 'negative']","['waiter', 'place', 'way']","[['fine'], ['looks'], ['trying', 'hard']]","[None, None, None]"
1002,1410,I ate here a week ago and found most dishes average at best and too expensive.,['dishes'],[[]],['negative'],['dishes'],"[['most', 'found']]",[None]
1003,1014,Great food and the prices are very reasonable.,"['food', 'prices']","[[], []]","['positive', 'positive']","['food', 'prices']","[['Great', 'reasonable'], ['reasonable']]","[None, None]"
1004,1893,I had been a regular due to the consistently good food and ease of getting a table.,"['food', 'getting a table']","[[], []]","['positive', 'positive']","['ease food', 'table']","[['good'], ['getting']]","[None, None]"
1005,467,"Over the years, it has always provided a pleasurable dining experience with quality food and wine.","['food', 'wine', 'dining']","[[], [], []]","['positive', 'positive', 'positive']","['dining experience', 'food experience', 'wine food']","[['pleasurable', 'provided'], ['quality', 'pleasurable', 'provided'], ['quality']]","[None, None, None]"
1006,1482,I recommend this place to everyone who asks me where to go for a good meal.,['meal'],[[]],['positive'],"['place', 'meal']","[['recommend'], ['good']]","[None, None]"
1007,1434,For those prices and the dressed up atmosphere you expect more and should get more.,"['prices', 'atmosphere']","[[], []]","['negative', 'negative']",['atmosphere'],[['dressed']],[None]
1008,278,Went there and had a combination of different seafood dishes and appetizers.,"['seafood dishes', 'appetizers']","[[], []]","['neutral', 'neutral']","['combination', 'dishes']","[['had'], ['different']]","[None, None]"
1009,1070,"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.","['menu', 'dumplings', 'appetizer']","[[], [], []]","['negative', 'neutral', 'negative']","['lot', 'appetizer section']","[['were'], []]","[None, None]"
1010,1018,The ambience is authentic and relaxing and we have always received attentive and prompt service.,"['ambience', 'service']","[[], []]","['positive', 'positive']","['ambience', 'service']","[['authentic'], ['attentive', 'received']]","[None, None]"
1011,1328,The food itself was just ok - nothing spectacular - but the service was awful.,"['food', 'service']","[[], []]","['neutral', 'negative']","['food', 'nothing', 'service']","[['ok'], ['spectacular'], ['awful']]","[None, None, None]"
1012,723,"The fish was adequate, but inexpertly sliced.",['fish'],[[]],['conflict'],['fish'],[['adequate']],[None]
1013,1960,All in all the food was above average and I would return to see how they operate with four or less dinners.,"['food', 'dinners']","[[], []]","['positive', 'neutral']",[],[],[]
1014,787,"Good French restaurant in an area devoid of decent restaurants unless you're into eating 4 pound pastrami sandwiches at Katz' Deli, or Mexican food which is supplied by capable restaurants.","['pastrami sandwiches', 'Mexican food']","[[], []]","['neutral', 'neutral']","['area restaurant', 'restaurants', 'pound pastrami', 'sandwiches', 'food']","[['devoid', 'Good', 'French'], ['decent', 'capable'], [], ['eating'], ['Mexican']]","[None, None, None, None, None]"
1015,1551,We actually left hungry and went across the street to Wo Hop at 15 Mott street for some good chinese food.,['chinese food'],[[]],['positive'],['food'],"[['good', 'chinese']]",[None]
1016,1874,"great eats, good times.",['eats'],[[]],['positive'],"['eats', 'times']","[['great'], ['good']]","[None, None]"
1017,1376,"In fact, while leaving the place we saw two people looking at the menu, and I couldn't help telling them that the food was horrible.","['food', 'menu']","[[], []]","['negative', 'neutral']","['place', 'people', 'food']","[['leaving'], ['saw'], ['horrible']]","[None, None, None]"
1018,1309,"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.","['tanks', 'tanks', 'dim sum', 'brunch']","[[], [], [], []]","['negative', 'positive', 'neutral', 'neutral']","['tanks', 'restaurants', 'marine life', 'life myriad', 'waters', 'creatures', 'sum lover', 'brunch part']","[['display', 'clear'], ['other'], ['looking'], ['looking', 'display'], ['murky'], ['looking'], ['dim'], []]","[None, None, None, None, None, None, None, None]"
1019,907,"And forget what you read under me, the atmosphere isn't that bad either.",['atmosphere'],[[]],['neutral'],['atmosphere'],[['bad']],[None]
1020,564,"The Steak Tartare is a great bet, they fix it for you at the table.",['Steak Tartare'],[[]],['positive'],"['Steak Tartare', 'bet']","[[], ['great']]","[None, None]"
1021,389,"I recommend the garlic shrimp, okra (bindi), and anything with lamb.","['garlic shrimp', 'lamb', 'okra (bindi)']","[[], [], []]","['positive', 'positive', 'positive']","['garlic shrimp', 'okra shrimp', 'anything shrimp', 'lamb anything']","[['recommend'], ['recommend'], ['recommend'], []]","[None, None, None, None]"
1022,23,Two words: Free wine.,['wine'],[[]],['positive'],['words'],[['Free']],[None]
1023,1228,The music is the best among all the Indian restaurants I have visited.,['music'],[[]],['positive'],"['music', 'restaurants']","[['best'], ['Indian']]","[None, None]"
1024,125,"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.","['pesto pizza', 'house salad', 'bottle of wine', 'meal']","[[], [], [], []]","['positive', 'positive', 'positive', 'positive']","['meal', 'pesto pizza', 'house salad', 'salad pizza', 'bottle pizza', 'wine bottle']","[['favorite'], [], [], [], ['good'], ['good']]","[None, None, None, None, None, None]"
1025,1252,Unique apppetizers.,['apppetizers'],[[]],['positive'],['apppetizers'],[['Unique']],[None]
1026,774,Go to Volare for 1st class service and terrific food.,"['service', 'food']","[[], []]","['positive', 'positive']","['class service', 'food service']","[['1st'], ['terrific']]","[None, None]"
1027,881,The staff is also attentive and friendly.,['staff'],[[]],['positive'],['staff'],[['attentive']],[None]
1028,1145,I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.,"['SHOWS', 'ACTORS']","[[], []]","['positive', 'positive']",['SHOWS'],[['ENJOYED']],[None]
1029,1167,I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.,['Indian dining experience'],[[]],['positive'],"['place', 'dining experience', 'dollar value']","[['recommend'], ['fine', 'Indian'], []]","[None, None, None]"
1030,51,Not too crazy about their sake martini.,['sake martini'],[[]],['negative'],['sake martini'],[[]],[None]
1031,1402,Have the iced tea.,['iced tea'],[[]],['positive'],['iced tea'],[['Have']],[None]
1032,1464,We would like to thank Marcelo and Grace for a wonderful dining experience!!!,['dining'],[[]],['positive'],"['Marcelo', 'dining experience']","[['thank'], ['wonderful']]","[None, None]"
1033,1106,My wife had the fried shrimp which are huge and loved it.,['fried shrimp'],[[]],['positive'],"['wife', 'shrimp']","[['had'], ['fried', 'had']]","[None, None]"
1034,704,"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.","['bruscetta', 'salads', 'dishes', 'mix of greens', 'iceberg', 'served']","[[], [], [], [], [], []]","['negative', 'positive', 'positive', 'positive', 'neutral', 'positive']","['bruscetta', 'salads', 'mix']","[['soggy'], ['fresh'], ['nice', 'included']]","[None, None, None]"
1035,483,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).","['dishes', 'lamb sausages', 'sardines with biscuits', 'large whole shrimp', 'pistachio ice cream']","[[], [], [], [], []]","['positive', 'positive', 'positive', 'positive', 'positive']","['dishes', 'pistachio cream', 'ice cream', 'cream shrimp']","[['offered'], ['amazing'], ['amazing'], ['amazing', 'large', 'whole']]","[None, None, None, None]"
1036,1146,Our first time in New York and we had to try a New York Bagel.,['New York Bagel'],[[]],['neutral'],"['time', 'Bagel']","[['first'], ['try']]","[None, None]"
1037,1918,INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.,"['SERVICE', 'FOOD QUALITY', 'PRICES']","[[], [], []]","['negative', 'negative', 'negative']","['SERVICE', 'FOOD QUALITY', 'PRICES']","[['POOR'], [], ['EXORBITANT']]","[None, None, None]"
1038,67,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.","['vibe', 'French food', 'packed']","[[], [], []]","['positive', 'positive', 'negative']","['vibe', 'food']","[['good'], ['best', 'French']]","[None, None]"
1039,1727,I had to ask her three times before she finally came back with the dish Ive requested.,['dish'],[[]],['neutral'],[],[],[]
1040,734,I was very impressed by this low-key upper eastsider and their authentically thai cuisine!!!,['thai cuisine'],[[]],['positive'],['cuisine eastsider'],"[['thai', 'key', 'upper']]",[None]
1041,1791,The dim sum here is only so-so.,['dim sum'],[[]],['neutral'],['sum'],[['dim']],[None]
1042,802,"Overall, I'm still impressed that the place even exists and the prices are quite decent but then again, its Chinatown.",['prices'],[[]],['positive'],"['place', 'prices']","[['exists'], ['decent']]","[None, None]"
1043,1637,Jimmy's is hands down the hottest night spot in the Bronx.,['spot'],[[]],['positive'],['night spot'],[['hottest']],[None]
1044,1476,"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.","['appetizer', 'entrees', 'cokes', 'bill']","[[], [], [], []]","['neutral', 'neutral', 'neutral', 'neutral']","['entrees appetizer', 'cokes appetizer']","[['Had'], ['Had']]","[None, None]"
1045,908,"We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.","['waitress', 'servants']","[[], []]","['negative', 'negative']","['conversation', 'servants waitress', 'time']","[['carry'], [], ['much', 'taking']]","[None, None, None]"
1046,32,I just wonder how you can have such a delicious meal for such little money.,"['meal', 'money']","[[], []]","['positive', 'positive']",['money meal'],"[['such', 'little', 'delicious', 'have']]",[None]
1047,418,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,"['service', 'place', 'water']","[[], [], []]","['positive', 'positive', 'neutral']","['water kind', 'questions', 'service']","[['do'], ['like'], ['good']]","[None, None, None]"
1048,882,The all you can eat deal is truly amazing here.,['all you can eat deal'],[[]],['positive'],['deal'],[['eat']],[None]
1049,633,"There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.","['table', 'insde table', 'wait']","[[], [], []]","['neutral', 'positive', 'negative']","['table wait', 'insde table']","[['nice', 'long', 'was'], ['nice']]","[None, None]"
1050,1567,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.","['food', 'mussels in spicy tomato sauce', 'fries']","[[], [], []]","['positive', 'positive', 'positive']","['food', 'mussels', 'tomato sauce', 'fries sauce']","[['yummy'], ['cooked'], ['spicy'], ['crispy', 'spicy']]","[None, None, None, None]"
1051,1445,Nothing better than buying a snapple for $3.25 too.,['snapple'],[[]],['positive'],"['Nothing', 'snapple']","[['better'], ['buying']]","[None, None]"
1052,65,"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",['grilled branzino'],[[]],['negative'],['branzino'],"[['special', 'grilled', 'ordered']]",[None]
1053,1627,"The main course had an average portion, and was decent overall.","['main course', 'portion']","[[], []]","['positive', 'neutral']","['course', 'portion']","[['main', 'had'], ['average', 'had']]","[None, None]"
1054,1612,The service is ok but could be better.,['service'],[[]],['negative'],['service'],[['ok']],[None]
1055,78,I also recommend the rice dishes or the different varieties of congee (rice porridge).,"['rice dishes', 'congee (rice porridge)']","[[], []]","['positive', 'positive']","['dishes', 'varieties', 'rice porridge']","[['recommend'], ['different'], []]","[None, None, None]"
1056,492,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",['outdoor seating'],[[]],['positive'],"['location', 'seating', 'yorkie']","[['try'], ['outdoor', 'have', 'perfect'], ['had']]","[None, None, None]"
1057,1950,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!","['portions', 'food']","[[], []]","['positive', 'positive']","['portions', 'food']","[['small'], ['nasty']]","[None, None]"
1058,1772,You can even get packages of the chutneys to stock your fridge!,['chutneys'],[[]],['positive'],"['packages', 'fridge']","[['get'], ['stock']]","[None, None]"
1059,533,The food now is inconsistent.,['food'],[[]],['negative'],['food'],[['inconsistent']],[None]
