,ID,Sentence,Actual Aspect Terms,Actual Sentiment Terms,Actual Polarities,Generated Aspect Terms,Generated Sentiment Terms,Generated Polarities
583,1432,The powerpoint opened seamlessly in the apple and the mac hooked up to the projector so easily it was almost scary.,['powerpoint'],[[]],['positive'],"['powerpoint', 'mac']","[['opened'], ['hooked']]","[None, None]"
584,113,Another thing I might add is the battery life is excellent.,['battery life'],[[]],['positive'],"['thing', 'battery life']","[['excellent'], ['excellent']]","[None, None]"
585,873,Can listen to my music and watch my videos with ease and with a great display.,['display'],[[]],['positive'],"['videos', 'display ease']","[['watch'], ['great']]","[None, None]"
586,308,"After sending out documents via email and having recipients tell me they could not open the documents or they came through as gibberish, I broke down and spent another $100 to get Microsoft Word for Mac.",['Microsoft Word for Mac'],[[]],['neutral'],"['documents', 'recipients', 'Word']","[['sending', 'open'], ['having'], ['get']]","[None, None, None]"
587,1444,Wonderful zooming.,['zooming'],[[]],['positive'],['zooming'],[['Wonderful']],[None]
588,423,and the multiple page viewer ( allows you to press one button to see every separate page currently opened at the same time in one screen) are great for those who are working non stop or just shopping online.,['multiple page viewer'],[[]],['positive'],"['page viewer', 'button', 'screen time']","[['multiple', 'separate', 'see', 'great'], ['press'], ['same']]","[None, None, None]"
589,1426,  even though I had the receipt in front of me proving it still had 2 months left on the warranty.,['warranty'],[[]],['negative'],"['front receipt', 'months']","[['had'], ['had']]","[None, None]"
590,1341,"So then you may be lucky to get ahold to someone who understands that its no good and they will let you send it back, but of course you are taking a chance of them testing it out to see what has happened, and they tell you that it was not on their side , then you are stuck paying for the repair (the price of a new one).",['price'],[[]],['negative'],"['ahold', 'chance', 'one price']","[['get'], ['taking'], ['new']]","[None, None, None]"
591,1024,"  Also, I have had alot of trouble with the shift key to go to other lines.",['shift key'],[[]],['negative'],"['trouble alot', 'shift key', 'key trouble', 'lines']","[['had'], [], [], ['other']]","[None, None, None, None]"
592,460,Ive had to call tech support many times.,['tech support'],[[]],['neutral'],"['tech', 'times']","[['call'], ['many', 'support']]","[None, None]"
593,961,"Now mainboard is broken, have to wait for a new one.",['mainboard'],[[]],['negative'],"['mainboard', 'one']","[['broken'], ['new']]","[None, None]"
594,1284,(The SATA controller is the motherboard chip that lets the CPU talk to the hard drive.),"['SATA controller', 'motherboard chip', 'CPU', 'hard drive']","[[], [], [], []]","['neutral', 'neutral', 'neutral', 'neutral']","['SATA controller', 'motherboard chip', 'CPU', 'drive']","[[], [], ['lets'], ['hard']]","[None, None, None, None]"
595,803,I am forever changed and will no longer buy a Windows based machine for personal use.,['Windows'],[[]],['negative'],"['machine', 'use']","[['based', 'buy'], ['personal']]","[None, None]"
596,947,The Material this Pro is made out of seems a lot nicer than any PC  Specs: Like I said this performs a lot better than any computer I've had in the past.,"['Material', 'Specs', 'performs']","[[], [], []]","['positive', 'negative', 'positive']",[],[],[]
597,450,It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,"['programs', 'navigation']","[[], []]","['positive', 'positive']",['laptop'],[['functions']],[None]
598,680,"Maybe this is virus related, maybe not, but the computer has locked up many times, and on two occasions, the screen has simply gone black.",['screen'],[[]],['negative'],"['computer', 'times', 'screen']","[['locked'], ['many'], ['gone']]","[None, None, None]"
599,693,"I hope to edit this in the next few hours, I am going to try to install my own copy of Windows 7.",['Windows 7'],[[]],['neutral'],"['hours', 'copy']","[['next', 'few'], ['own', 'install']]","[None, None]"
600,958,"Summary: I've had this laptop for 2 months, out of the blue the power adapter stops working.",['power adapter'],[[]],['negative'],"['laptop', 'power adapter']","[['had'], ['blue', 'stops']]","[None, None]"
601,81,After about a week I finally got it back and was told that the motherboard had failed and so they installed a new motherboard.,"['motherboard', 'motherboard']","[[], []]","['negative', 'neutral']",['motherboard'],"[['failed', 'new', 'installed']]",[None]
602,1298,(No problem with the ordering or shipping by the way.,['shipping'],[[]],['positive'],"['ordering problem', 'shipping ordering', 'way ordering']","[[], [], []]","[None, None, None]"
603,968,"They offer the best warranty in the business, and don't 3rd party it out like Toshiba.",['warranty'],[[]],['positive'],['warranty'],"[['best', 'offer']]",[None]
604,1257,I purchased this netbook after my original Toshiba laptop crashed right after the warranty expired.,['warranty'],[[]],['negative'],"['netbook', 'laptop', 'warranty']","[['purchased'], ['original', 'crashed'], ['expired']]","[None, None, None]"
605,216,HOW DOES THE POWER SUPPLY NOT WORK!!!,['POWER SUPPLY'],[[]],['negative'],"['POWER', 'WORK']","[['SUPPLY'], ['SUPPLY']]","[None, None]"
606,937,"In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.","['screen', 'screen', 'display']","[[], [], []]","['negative', 'negative', 'negative']","['specks', 'something dust', 'screen front', 'display way']","[['got'], [], [], []]","[None, None, None, None]"
607,31,"In desparation, I called their Customer Service number and was told that my warranty had expired (2 days old) and that the priviledge of talking to a technician would cost me (""have your credit card ready"").","['Customer Service number', 'warranty', 'talking to a technician']","[[], [], []]","['neutral', 'negative', 'negative']","['Customer Service', 'Service number', 'warranty', 'priviledge', 'credit card']","[[], ['called'], ['expired'], ['cost'], ['have']]","[None, None, None, None, None]"
608,243,Maximum sound isn't nearly as loud as it should be.,['Maximum sound'],[[]],['negative'],['sound'],"[['Maximum', 'loud']]",[None]
609,965,They are about the same size keys.,['keys'],[[]],['neutral'],['keys'],[['same']],[None]
610,642,"Also, the space bar makes a noisy click every time you use it.",['space bar'],[[]],['negative'],"['space bar', 'click']","[['makes'], ['noisy', 'makes']]","[None, None]"
611,697,  since then i have had minor problems with slow operation.,['operation'],[[]],['negative'],"['problems', 'operation']","[['minor', 'had'], ['slow']]","[None, None]"
612,210,But Sony said we could send it back and be charged for adding the bluetooth an additional seventy something dollars.,['adding the bluetooth'],[[]],['negative'],"['Sony', 'bluetooth', 'dollars']","[['said'], ['adding'], ['adding']]","[None, None, None]"
613,817,"I am constantly trying to uninstall programs, clean cookies, and delete unused files.",['programs'],[[]],['neutral'],"['programs', 'cookies', 'files']","[['uninstall'], ['clean'], ['unused', 'delete']]","[None, None, None]"
614,753,The people there just changed for me on the spot and I got a new arm piece and they didn't even request for a receipt.,['arm piece'],[[]],['positive'],"['people', 'arm piece']","[['changed'], ['new', 'got']]","[None, None]"
615,1294,"I have had to call with a few questions or issues and they have helped me for free, even without the warranty.",['warranty'],[[]],['neutral'],['questions'],[['few']],[None]
616,436,Although i do believe that Windows operating system may be to fault for some of the problems.,['Windows operating system'],[[]],['negative'],['operating system'],[['be']],[None]
617,1301,"I edit and burn to DVD a lot of video, so I obviously could not live with a non-functioning drive.",['drive'],[[]],['negative'],"['video lot', 'drive']","[[], ['non-functioning']]","[None, None]"
618,1391,It is easy to navigate and update programs.,"['update programs', 'navigate']","[[], []]","['neutral', 'positive']",['programs'],[['navigate']],[None]
619,1086,"This is the first time that I tried and owning a netbook although I have used 3 different laptops in the past 10 years, I find not much difference except of course for the screen size.",['screen size'],[[]],['neutral'],"['time', 'netbook', 'laptops', 'years', 'screen size', 'size difference']","[['first'], ['owning'], ['different', 'used'], ['past'], [], ['much', 'find']]","[None, None, None, None, None, None]"
620,1355,Not to mention the fact that your mac comes fully loaded with all necessary basic programs.,['programs'],[[]],['positive'],"['mac', 'programs']","[['comes'], ['necessary', 'basic']]","[None, None]"
621,689,The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.,"['iWork', 'software', 'price']","[[], [], []]","['negative', 'negative', 'negative']","['downfall', 'software lot', 'iWork']","[['only'], ['worth'], ['worth']]","[None, None, None]"
622,552,"the touch pad is fine - again, it's a real touch pad.","['touch pad', 'touch pad']","[[], []]","['positive', 'positive']","['touch pad', 'touch pad']","[['fine', 'real'], ['fine', 'real']]","[None, None]"
623,545,"Needs longer lasting battery, More than 1 to 2 Hrs.",['battery'],[[]],['negative'],['battery'],"[['lasting', 'Needs']]",[None]
624,1106,First the screen goes completely out.,['screen'],[[]],['negative'],['screen'],[['goes']],[None]
625,1043,( The iBook backup also uses a firewire connection).,"['iBook backup', 'firewire connection']","[[], []]","['neutral', 'neutral']","['backup', 'firewire connection']","[['uses'], ['uses']]","[None, None]"
626,846,I already have a HP laptop I bought last year that's standard size.,['size'],[[]],['neutral'],"['HP laptop', 'year', 'size']","[['have'], ['last'], ['standard']]","[None, None, None]"
627,975,To be honest i think it was faulty equipment or something but idk.,['equipment'],[[]],['negative'],['something equipment'],"[['faulty', 'idk']]",[None]
628,404,"the only problem is that i had to add 1 gb RAM, the computer was kinda slow.",['RAM'],[[]],['negative'],"['problem', 'gb RAM', 'computer']","[['only', 'is'], ['add'], ['slow']]","[None, None, None]"
629,1466,"Crisp screen, great battery life, and plenty of storage.","['screen', 'battery life', 'storage']","[[], [], []]","['positive', 'positive', 'positive']","['battery life', 'life screen', 'plenty screen', 'storage plenty']","[['great'], ['great', 'Crisp'], ['Crisp'], []]","[None, None, None, None]"
630,363,"Also consider the MS Office apps are all trial versions, hope you have your own copies.",['MS Office apps'],[[]],['negative'],['copies'],"[['own', 'have']]",[None]
631,272,"With today's company fighting over marketshare, its a shame that ASUS can get away with the inept staff answering thephone.",['staff'],[[]],['negative'],"['ASUS', 'staff', 'thephone']","[['get'], ['inept'], ['answering']]","[None, None, None]"
632,467,The case is carved out of a single block of aluminum.,['case'],[[]],['neutral'],['aluminum block'],[['single']],[None]
633,1326,The feel of this machine compared to the old MacBook is far superior.,['feel'],[[]],['positive'],"['machine feel', 'MacBook']","[['superior'], ['old']]","[None, None]"
634,1231,The AC power port becomes loose over time,['AC power port'],[[]],['negative'],['power port'],[['becomes']],[None]
635,1483,The touch pad is among the best.,['touch pad'],[[]],['positive'],['touch pad'],[['best']],[None]
636,278,"My Toshiba did not have sound on everything, just certain things.",['sound'],[[]],['negative'],"['Toshiba', 'sound', 'things']","[['have'], ['have'], ['certain']]","[None, None, None]"
637,1324,It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,"['keyboard', 'feature', 'type']","[[], [], []]","['positive', 'positive', 'positive']",['feature'],[['added']],[None]
638,1409,"Looks nice, but has a horribly cheap feel.","['feel', 'Looks']","[[], []]","['negative', 'positive']",['feel'],"[['cheap', 'has']]",[None]
639,1091,"Everything about the Mac is not only visually appealing, but very easy to use.",['use'],[[]],['positive'],['Everything'],[['appealing']],[None]
640,442,with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,"['switch', 'switch']","[[], []]","['negative', 'negative']","['combination', 'switch']","[['key', 'memorize'], ['flicking']]","[None, None]"
641,969,The only problems are the sound isnt very loud I have to wear headphones.,['sound'],[[]],['negative'],"['problems', 'sound', 'headphones']","[['only', 'loud'], ['loud'], ['wear']]","[None, None, None]"
642,787,I looked around and based off my price/features comparison from a brand I trusted I landed here.,"['price', 'features']","[[], []]","['neutral', 'neutral']","['price comparison', 'features price', 'brand comparison']","[['based'], [], ['based']]","[None, None, None]"
643,1143,The screen is gorgeous - yummy good.,['screen'],[[]],['positive'],['screen'],[['gorgeous']],[None]
644,443,"One more tip, please purchase this model and get a 4GB stick of RAM to save you $10",['4GB stick of RAM'],[[]],['positive'],"['tip', 'model', '4GB stick', 'RAM stick']","[['more'], ['purchase'], ['get'], ['get']]","[None, None, None, None]"
645,300,Anyways I bought this two months ago and when I first brought it home it kept giving me a message about a vibration in the hard drive and it is putting it temporaly in save zone.,['hard drive'],[[]],['negative'],"['vibration message', 'drive vibration', 'save zone']","[['giving'], ['hard'], []]","[None, None, None]"
646,923,"My MacBook Pro works like a dream, it has never overheated, or even been slightly warm for that matter.",['works'],[[]],['positive'],[],[],[]
647,376,  But I needed a laptop for school use.,['school use'],[[]],['neutral'],"['school use', 'use laptop']","[[], ['needed']]","[None, None]"
648,1290,The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.,"['display', 'brightness']","[[], []]","['negative', 'neutral']","['display reflectiveness', 'inconvenience', 'lighting environment', 'brightness']","[[], ['minor'], ['controlled'], ['crank']]","[None, None, None, None]"
649,1146,"So, after Apple replaced the hard drive I enjoyed another 4 months of my new computer, until it froze this morning--completely.",['hard drive'],[[]],['neutral'],"['Apple', 'drive', 'months', 'computer']","[['replaced'], ['hard', 'replaced'], ['enjoyed'], ['new']]","[None, None, None, None]"
650,916,"The difference in the Apple keyboard from a PC's keyboard took a bit of tim to get used to, but overall it's worth it!","['Apple keyboard', ""PC's keyboard""]","[[], []]","['neutral', 'neutral']","['keyboard difference', 'keyboard difference', 'tim bit']","[['took'], ['took'], ['took']]","[None, None, None]"
651,1173,Everything I have tried has worked and I never have to carry the wall charger cause the battery is so awesome.,"['wall charger', 'battery']","[[], []]","['neutral', 'positive']","['Everything', 'wall charger', 'battery']","[['worked'], ['carry'], ['awesome']]","[None, None, None]"
652,473,"-Called headquarters again, they report that TFT panel is broken, should be fixed by the end of the week (week 3).",['TFT panel'],[[]],['negative'],"['headquarters', 'week end']","[['Called'], []]","[None, None]"
653,1321,My husband got me this for Chrismas after getting me a very expensve laptop that did not work after 2 days.,['work'],[[]],['negative'],"['husband', 'laptop']","[['got'], ['expensve', 'getting']]","[None, None]"
654,564, Then after paying for it to be examined I was told it was same problem cited on website but I'd have to pay anyways since it was past warrenty.,['warrenty'],[[]],['negative'],['problem'],[['same']],[None]
655,1347,"I took it in to the Apple store and guess what? They fixed it, no cost out of pocket.",['cost'],[[]],['negative'],[],[],[]
656,751,"It's fast, it's easy easy easy to set up, easy to hook to my wireless network.","['set up', 'hook to my wireless network']","[[], []]","['positive', 'positive']",['network'],[['wireless']],[None]
657,389,Clear picture on it and everything.,['picture'],[[]],['positive'],['everything picture'],[['Clear']],[None]
658,23,I love the operating system and the preloaded software.,"['operating system', 'preloaded software']","[[], []]","['positive', 'positive']","['operating system', 'software system']","[['love'], ['preloaded', 'love']]","[None, None]"
659,810,He loves it and it is easy to use and well the schools start teaching the kids early about computers so it was easy for him to get started.,['use'],[[]],['positive'],"['schools', 'kids']","[['start'], ['teaching']]","[None, None]"
660,125,I've been impressed with the battery life and the performance for such a small amount of memory.,"['battery life', 'performance', 'memory']","[[], [], []]","['positive', 'positive', 'negative']","['battery life', 'performance life', 'amount performance', 'memory amount']","[[], [], ['small'], ['small']]","[None, None, None, None]"
661,424,This was the 3rd day and part still had not been shipped.,['shipped'],[[]],['negative'],['day'],[['3rd']],[None]
662,774,"the hinge design forced you to place various connections all around the computer, left right and front.",['hinge design'],[[]],['negative'],"['hinge design', 'connections']","[['forced'], ['various', 'place']]","[None, None]"
663,1334,"The repairs were made quickly though I must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.",['shipped'],[[]],['negative'],"['time', 'address', 'week']","[['second'], ['incorrect'], ['took']]","[None, None, None]"
664,471,I bought this laptop and found its TAB is not functioning.,['TAB'],[[]],['negative'],"['laptop', 'TAB']","[['bought'], ['functioning']]","[None, None]"
665,722,It is in the best condition and has a really high quality.,['quality'],[[]],['positive'],"['condition', 'quality']","[['best', 'has'], ['high', 'has']]","[None, None]"
666,1075,Hmmm - that high failure rate sure isn't reflected in the retail price.,['retail price'],[[]],['negative'],"['failure rate', 'retail price']","[['high'], []]","[None, None]"
667,1485,It's now all commodity hardware.,['commodity hardware'],[[]],['neutral'],['commodity hardware'],[[]],[None]
668,143,"The display is incredibly bright, much brighter than my PowerBook and very crisp.",['display'],[[]],['positive'],['display'],[['bright']],[None]
669,51,"It's so much easier to navigate through the operating system, to find files, and it runs a lot faster!","['operating system', 'runs', 'navigate', 'find files']","[[], [], [], []]","['positive', 'positive', 'positive', 'positive']","['operating system', 'files']","[[], ['find']]","[None, None]"
670,1386,Microsoft seems to be unable to keep up with repairs for the multitude of windows problems.,['windows'],[[]],['negative'],['Microsoft'],[['seems']],[None]
671,1370,Was not happy with one of the programs on it.,['one of the programs'],[[]],['negative'],[],[],[]
672,624,Moral of the story:-Do not buy anything from companies that do not respect their customers.,['companies'],[[]],['negative'],"['anything', 'customers']","[['buy'], ['respect']]","[None, None]"
673,1079,"  Also, I have had alot of trouble with the keys sticking and will not type correctly.",['keys'],[[]],['negative'],['trouble alot'],[['had']],[None]
674,82,"It was slow, locked up, and also had hardware replaced after only 2 months!",['hardware'],[[]],['negative'],['hardware'],[['had']],[None]
675,704,It took Toshiba tech support 4 calls and 4 different techs to correct the problem.,"['Toshiba tech support', 'techs']","[[], []]","['negative', 'negative']","['support', 'calls', 'techs', 'problem']","[['took'], ['took'], ['different'], ['correct']]","[None, None, None, None]"
676,483,"No temporary replacement, they are out of replacements because ""many computers had problems with the Nvidia chipset""-Inquired status of repair.",['Nvidia chipset'],[[]],['negative'],"['replacement', 'computers', 'problems', 'repair status']","[['temporary'], ['many', 'had'], ['had'], ['Inquired']]","[None, None, None, None]"
677,322,Boots up fast and runs great!,"['Boots up', 'runs']","[[], []]","['positive', 'positive']",['Boots'],[['fast']],[None]
678,1239,so the fact that the computer does not work on the 24 twenty fourth day is my fault.,['work'],[[]],['negative'],"['computer', 'day']","[['work'], ['fourth']]","[None, None]"
679,506,"The only thing that can be updated is the video, other than that you're all set.",['video'],[[]],['negative'],"['thing', 'video']","[['only'], ['other']]","[None, None]"
680,1412,I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality!,['quality'],[[]],['positive'],"['laptop', 'money', 'quality']","[['recommend', 'new', 'get'], ['more', 'spend'], ['great', 'get']]","[None, None, None]"
681,67,Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,"['use', 'service', 'phone assistance', 'genius bar']","[[], [], [], []]","['positive', 'positive', 'positive', 'positive']","['use ease', 'service ease', 'phone assistance', 'genius bar']","[[], ['top'], [], []]","[None, None, None, None]"
682,900,"Also the speakers are not very loud, But it is a netbook.",['speakers'],[[]],['negative'],['speakers'],[['loud']],[None]
683,1315,Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English.,"['Windows', 'Warrenty', 'agents']","[[], [], []]","['neutral', 'neutral', 'negative']","['computer', 'Windows', 'Acer', 'days', 'NONE', 'English']","[['failed'], ['load'], ['contacted'], ['took'], ['spoke'], ['spoke']]","[None, None, None, None, None, None]"
684,802,It's so nice to look at and the keys are easy to type with.,"['keys', 'look']","[[], []]","['positive', 'positive']",['keys'],[['easy']],[None]
685,836,"But after using it a couple of weeks, the overall operation is poor.",['operation'],[[]],['negative'],['operation'],"[['overall', 'poor']]",[None]
686,32,There also seemed to be a problem with the hard disc as certain times windows loads but claims to not be able to find any drivers or files.,"['hard disc', 'windows', 'drivers']","[[], [], []]","['negative', 'negative', 'neutral']","['disc problem', 'times', 'claims problem', 'drivers']","[['hard'], ['certain'], [], ['find']]","[None, None, None, None]"
687,796,My macbook is so much better looking and so thin!,['looking'],[[]],['positive'],['macbook'],[['looking']],[None]
688,418,  The casing of the power cord fried and shocked my husband when he pulled it out of the socket.,['casing of the power cord'],[[]],['negative'],"['power cord', 'cord casing', 'husband']","[[], ['fried'], ['shocked']]","[None, None, None]"
689,633,I will have to purchase Spy ware or Nortell for privacy protection.,"['Spy ware', 'Nortell']","[[], []]","['neutral', 'neutral']","['Nortell ware', 'privacy protection']","[['purchase'], []]","[None, None]"
690,1154,"I love the feel of the key board, as well as the trackpad.","['key board', 'trackpad']","[[], []]","['positive', 'positive']","['board feel', 'trackpad feel']","[['key', 'love'], ['love']]","[None, None]"
691,65,"Everything is so easy to use, Mac software is just so much simpler than Microsoft software.","['Mac software', 'Microsoft software', 'use']","[[], [], []]","['positive', 'negative', 'positive']","['Everything', 'software']","[['easy'], ['simpler']]","[None, None]"
692,140,Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.,"['base installation', 'software']","[[], []]","['negative', 'negative']","['caveat', 'base installation', 'software']","[['Additional'], ['comes'], ['specific']]","[None, None, None]"
693,1197,You can even run a parallels type program easily and run any leftover PC software that you absolutely cannot be without.,"['parallels type program', 'software']","[[], []]","['positive', 'positive']","['type program', 'leftover software', 'PC software']","[['run'], ['run'], ['run']]","[None, None, None]"
694,1191,After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,"['hard drive', 'battery']","[[], []]","['neutral', 'negative']","['drive', 'battery']","[['hard', 'replacing'], ['stopped']]","[None, None]"
695,78,"So, I paid a visit to LG notebook service center at Alexandra Road, hoping they can make the hinge tighter.","['LG notebook service center', 'hinge']","[[], []]","['neutral', 'negative']","['service center', 'center visit', 'hinge']","[[], ['paid'], ['make']]","[None, None, None]"
696,492,"The screen is bright and clear, the operating system is solid and friendly to a novice.","['screen', 'operating system']","[[], []]","['positive', 'positive']","['screen', 'operating system']","[['bright'], ['solid']]","[None, None]"
697,1048,little short on RAM but you get what you pay for.,['RAM'],[[]],['negative'],[],[],[]
698,1128,Its also FUN to use!,['use'],[[]],['positive'],[],[],[]
699,533,Runs fast and the regular layout keyboard is so much better.,"['regular layout keyboard', 'Runs']","[[], []]","['positive', 'positive']",['layout keyboard'],"[['regular', 'better']]",[None]
700,66,"And if you do a lot of writing, editing is a problem since there is no  forward delete  key.","['delete  key', 'editing']","[[], []]","['negative', 'negative']","['writing lot', 'delete key']","[['do'], ['forward', 'is']]","[None, None]"
701,1251,They should have included more memory on their computers if they knew Vista would run slowly.,"['memory', 'Vista']","[[], []]","['negative', 'negative']","['memory', 'Vista']","[['more', 'included'], ['run']]","[None, None]"
702,1203,I preferred the fit and feel of the 13 inch.,['13 inch'],[[]],['positive'],['fit'],[['preferred']],[None]
703,1246,Could not keep up with me and finally the hard drive went out.,['hard drive'],[[]],['negative'],['drive'],"[['hard', 'went']]",[None]
704,297,not using wired lan not sure what thats about.,['wired lan'],[[]],['neutral'],['lan'],"[['wired', 'using']]",[None]
705,592,Love the stability of the Mac software and operating system.,"['stability', 'Mac software', 'operating system']","[[], [], []]","['positive', 'positive', 'positive']","['Mac software', 'software stability', 'operating system', 'system software']","[[], ['Love'], [], []]","[None, None, None, None]"
706,420,It's a great product for a great price!,['price'],[[]],['positive'],['price product'],"[['great', 'great']]",[None]
707,768,"We carry the netbook around here and there, hence it's kinda of irritating when the LCD just ""slide"" downwards.",['LCD'],[[]],['negative'],"['netbook', 'LCD']","[['carry'], ['slide']]","[None, None]"
708,439,Images are crisp and clean.,['Images'],[[]],['positive'],['Images'],[['crisp']],[None]
709,262,"Three, the mac book has advantages over pcs' with linux based os there is very 'few problems with system performance when it comes to a mac.","['system performance', 'linux based os']","[[], []]","['negative', 'negative']","['mac book', 'advantages', 'os', 'problems', 'system performance']","[['has'], ['has'], ['based'], ['few', 'is'], []]","[None, None, None, None, None]"
710,955,"  I considered I may have too much on the computer, but after looking, there was plenty of space and that is not the issue.",['space'],[[]],['positive'],['space plenty'],[['was']],[None]
711,725,"It is short on space, and downloads always had problems being completed, or were said to be 'corrupted'.","['space', 'downloads']","[[], []]","['negative', 'negative']","['downloads', 'problems']","[['had'], ['had']]","[None, None]"
712,1375,"  And at one point, they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop (I bought the memory stick they recomended).","['memory', 'memory stick', 'memory stick']","[[], [], []]","['neutral', 'negative', 'neutral']","['memory stick', 'time', 'laptop purchase', 'memory stick']","[['upgrade', 'bad', 'installing', 'bought'], ['first'], [], ['upgrade', 'bad', 'installing', 'bought']]","[None, None, None, None]"
713,282,It fires up in the morning in less than 30 seconds and I have never had any issues with it freezing.,['fires up'],[[]],['positive'],['issues'],[['had']],[None]
714,627,Second HDD cover has walls inside that need to be broken if you what to install one.,['HDD cover'],[[]],['neutral'],"['cover', 'walls']","[['Second', 'has'], ['has']]","[None, None]"
715,1000,Summary: HP knew they were shipping out bad BIOS and did nothing proactive to resolve it.,['BIOS'],[[]],['negative'],"['HP', 'BIOS', 'nothing']","[['knew'], ['bad', 'shipping'], ['did', 'proactive']]","[None, None, None]"
716,1074,the speed is fine.,['speed'],[[]],['positive'],['speed'],[['fine']],[None]
717,1438,Strengths:Well-shaped Weaknesses:A bad videocard!,"['videocard', 'shaped']","[[], []]","['negative', 'positive']",['Weaknesses'],[['shaped']],[None]
718,189,The body is a bit cheaply made so it will be interesting to see how long it holds up.,['body'],[[]],['negative'],['body'],[['made']],[None]
719,1195,"It even has a great webcam, and Skype works very well.","['webcam', 'Skype']","[[], []]","['positive', 'positive']","['webcam', 'Skype']","[['great', 'has'], ['works']]","[None, None]"
720,252,"Have not yet needed any customer support with this yet so to me that is a great thing, which is leaps and bounds ahead of PC in my opinion.",['customer support'],[[]],['positive'],"['customer support', 'thing']","[['needed'], ['great']]","[None, None]"
721,584,MY ONLY PROBLEM IS I CAN NOT REG. THE PRODUCT KEY.,['PRODUCT KEY'],[[]],['negative'],['PRODUCT PROBLEM'],"[['ONLY', 'IS']]",[None]
722,1028,"As a computer science student in college, I find that the portability, longevity, and ease of use of this computer make me (shockingly) want to do homework more;","['portability', 'longevity', 'use']","[[], [], []]","['positive', 'positive', 'positive']","['computer student', 'science student', 'college student', 'longevity portability', 'ease portability', 'use ease', 'computer use', 'homework']","[[], [], [], ['make'], ['make'], [], [], ['do']]","[None, None, None, None, None, None, None, None]"
723,1344,I have had no problems with it unlike some hardware defects on past models.,['hardware'],[[]],['negative'],"['problems', 'models']","[['had'], ['past']]","[None, None]"
724,948,"After doing extensive research, macconnection had the lowest price on the 15"" MBP i5.",['price'],[[]],['positive'],"['research', 'macconnection', 'MBP price']","[['extensive', 'doing'], ['had'], ['lowest', 'had']]","[None, None, None]"
725,515,"It was a great laptop, ran great and was really fast.",['ran'],[[]],['positive'],['laptop'],"[['great', 'fast']]",[None]
726,907,"I had a USB connect but, i can't use it because it is not compatible.",['USB connect'],[[]],['negative'],['USB connect'],[['had']],[None]
727,1429,Not even safe mode boots.,['safe mode'],[[]],['negative'],['boots'],[['safe']],[None]
728,1405,"The screen is nice, side view angles are pretty good.",['screen'],[[]],['positive'],"['screen', 'angles']","[['nice'], ['side', 'good']]","[None, None]"
729,707,  I could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat.,"['tech support', 'online chat']","[[], []]","['negative', 'neutral']","['phone number', 'tech support', 'support person', 'chat']","[['find'], [], ['actual', 'live', 'call'], ['online', 'result']]","[None, None, None, None]"
730,488,"the key bindings take a little getting used to, but have loved the Macbook Pro.",['key bindings'],[[]],['negative'],"['bindings', 'Pro.']","[['key', 'take'], ['loved']]","[None, None]"
731,664,I had read online that some users were having sound problems.,['sound'],[[]],['negative'],"['users', 'problems']","[['having'], ['having']]","[None, None]"
732,1127,In the first moth of owning this computer its hardrive failed which had to be replaced.,['hardrive'],[[]],['negative'],"['moth', 'computer', 'hardrive']","[['first'], ['owning'], ['failed']]","[None, None, None]"
733,1135,"My husband uses it mostly for games, email and music.",['games'],[[]],['neutral'],['husband'],[['uses']],[None]
734,274,I can't say enough of how satisfied I am with their product and help aftermarket.,['product and help aftermarket'],[[]],['positive'],"['help aftermarket', 'aftermarket product']","[[], []]","[None, None]"
735,686,For those that care about noise this thing doesn't really make any;,['noise'],[[]],['positive'],['thing'],[['make']],[None]
736,1292,"While it was highly rated, would I like it? I tried the keyboard at the store, and it seemed ok.",['keyboard'],[[]],['neutral'],[],[],[]
737,878,"Actually, I had noticed the one on the sales floor also didn't have sound!",['sound'],[[]],['negative'],"['floor one', 'sound']","[['have'], ['have']]","[None, None]"
738,1042,"also you may need to charge it once a day, if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it.","['size', 'look', 'feature', 'charge']","[[], [], [], []]","['positive', 'positive', 'positive', 'neutral']","['medium', 'thing', 'look size', 'feature']","[['use'], ['use', 'fast'], [], ['most']]","[None, None, None, None]"
